priority,score,path,title,verticals,workflow_roles,has_howto,has_actions,has_report_capability,howto_matches,action_matches,report_matches,pain_matches,button_count,link_count,input_count
CRITICAL,99,html/finops-suite/tax.html,AuditOps Pro · TSM AI Tax Intelligence Platform,"construction, bpo, mortgage, real estate, legal, finops, tax, itops","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, steps","upload, analyze, analysis, run, submit, review, escalate, generate, export, download, report, send, create, launch, start","report, export, download, pdf, csv, xlsx, brief, letter","risk, loss, exposure, compliance, cost, revenue, error, sla, audit, missing",38,0,39
CRITICAL,99,html/healthcare/hc-billing/index.html,HC BILLING COMMAND · TSM Healthcare,"healthcare, insurance, legal","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"start here, guide, instructions, steps","import, analysis, run, submit, review, reject, escalate, resolve, generate, export, report, create, start","report, export, summary, executive, brief, letter","risk, exposure, denial, compliance, revenue, error, anomaly, audit, missing, recovery",38,1,11
CRITICAL,99,html/healthcare/hc-financial/index.html,HC FINANCIAL COMMAND · TSM Healthcare,"healthcare, insurance, legal","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"start here, guide, steps","analysis, run, submit, review, assign, escalate, resolve, generate, export, report, create, open, launch, start","report, export, summary, executive, snapshot, brief, letter","risk, leak, exposure, denial, compliance, backlog, bottleneck, delay, cost, revenue, error, anomaly, sla, audit, missing, recovery",51,1,11
CRITICAL,99,html/legal-pro/legal-tax.html,AuditOps Pro · TSM AI Tax Intelligence Platform,"construction, bpo, mortgage, real estate, legal, finops, tax, itops","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, steps","upload, analyze, analysis, run, submit, review, escalate, generate, export, download, report, send, create, launch, start","report, export, download, pdf, csv, xlsx, brief, letter","risk, loss, exposure, compliance, cost, revenue, error, sla, audit, missing",38,0,39
CRITICAL,99,html/tax-prep.html,AuditOps Pro · TSM AI Tax Intelligence Platform,"construction, bpo, mortgage, real estate, legal, tax, itops","DECISION / STRATEGY, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, steps","upload, import, analyze, analysis, run, submit, review, escalate, generate, export, download, report, send, create, start","report, export, download, pdf, csv, xlsx, brief, letter","risk, loss, exposure, compliance, cost, revenue, error, sla, audit, missing",35,0,36
CRITICAL,99,html/tax-prep/index.html,AuditOps Pro · TSM AI Tax Intelligence Platform,"construction, bpo, mortgage, real estate, legal, tax, itops","DECISION / STRATEGY, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, steps","upload, import, analyze, analysis, run, submit, review, escalate, generate, export, download, report, send, create, launch, start","report, export, download, pdf, csv, xlsx, brief, letter","risk, loss, exposure, compliance, cost, revenue, error, sla, audit, missing",35,0,36
CRITICAL,98,html/healthcare/hc-vendors/index.html,HC VENDORS COMMAND · TSM Healthcare,"healthcare, insurance, legal, logistics, supplier, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"start here, guide, steps","analysis, run, execute, submit, review, assign, escalate, resolve, generate, export, report, create, open, launch, start","report, export, summary, snapshot, brief, letter","risk, exposure, exception, denial, compliance, backlog, delay, cost, revenue, error, anomaly, failure, sla, audit, missing, unresolved, recovery",46,1,10
CRITICAL,98,html/tsm-insurance/pc-command.html,TSM | P&C Enterprise Command,"healthcare, construction, mortgage, real estate, insurance, legal, finance, itops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, start here, guide","import, analyze, analysis, run, review, reject, assign, resolve, generate, report, presentation, send, save, create, open, launch, start","report, excel, presentation, brief, letter, package","risk, leak, loss, exposure, compliance, cost, revenue, error, failure, sla, audit, missing",27,7,28
CRITICAL,98,html/tsm-mortgage-demo.html,TSM Mortgage Command Center — Live Demo Walkthrough,"healthcare, construction, bpo, mortgage, real estate, insurance, legal, schools","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, next step, steps","import, analysis, run, execute, submit, review, escalate, generate, export, download, report, send, save, create, open, start","report, export, download, pdf, csv, xlsx, deck, summary, executive, snapshot, letter","risk, leak, exposure, exception, compliance, delay, anomaly, sla, audit",2,0,0
CRITICAL,97,html/auditops-pro.html,AuditOps Pro · TSM AI Tax Intelligence Platform,"construction, bpo, mortgage, real estate, legal, tax, itops","DECISION / STRATEGY, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, steps","upload, analyze, analysis, run, submit, review, escalate, generate, export, download, report, send, create, start","report, export, download, pdf, csv, xlsx, brief, letter","risk, loss, exposure, compliance, cost, revenue, error, sla, audit, missing",35,0,36
CRITICAL,97,html/construction-suite/auditops-tax.html,AuditOps Pro · TSM AI Tax Intelligence Platform,"construction, mortgage, real estate, legal, tax, itops","INTAKE / ANALYSIS, DECISION / STRATEGY, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, steps","upload, analyze, analysis, run, submit, review, escalate, generate, export, download, report, send, create, launch, start","report, export, download, pdf, csv, xlsx, brief, letter","risk, loss, exposure, compliance, cost, revenue, sla, audit, missing",35,0,36
CRITICAL,97,html/tsm-insurance/tax-prep.html,AuditOps Pro · TSM AI Tax Intelligence Platform,"construction, mortgage, real estate, insurance, legal, tax, itops","INTAKE / ANALYSIS, DECISION / STRATEGY, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, guide, steps","upload, analyze, analysis, run, submit, review, escalate, generate, export, download, report, send, create, launch, start","report, export, download, pdf, csv, xlsx, brief, letter","risk, loss, exposure, compliance, cost, revenue, sla, audit, missing",35,0,36
CRITICAL,97,html/tsm-marketing-platform.html,TSM Consultz — Time Sensitive Matters,"healthcare, construction, bpo, mortgage, real estate, insurance, legal, finops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, how-to, workflow, guide, what to do, next step","upload, analyze, analysis, run, review, assign, presentation, save, create, open, start","presentation, deck, executive, brief, letter","risk, exposure, exception, denial, compliance, bottleneck, delay, cost, revenue, error, anomaly, failure, sla, audit, missing, recovery, opportunity",4,20,5
CRITICAL,96,html/construction-suite/construction-hub.html,TSM Construction Intelligence Suite · Command Hub,"healthcare, construction, insurance, legal, logistics, finance, finops, tax","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","upload, analyze, analysis, run, submit, review, approve, generate, export, report, send, save, create, open, launch, start","report, export, pdf, summary, executive, brief, letter","risk, exposure, exception, compliance, overdue, delay, cost, revenue, waste, error, sla, audit, missing, recovery",22,33,1
CRITICAL,96,html/finops-suite/finops-presentation.html,TSM · FinOps Suite,"healthcare, construction, insurance, finance, finops, tax, vendor, crm","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"start here, workflow, guide, steps","upload, import, analyze, analysis, run, execute, submit, review, generate, export, report, send, open, launch, start","report, export, excel, summary, executive, brief, letter","risk, exposure, denial, compliance, overdue, cost, revenue, error, sla, audit, missing, recovery",0,60,0
CRITICAL,96,html/finops-suite/finops-presentation/index.html,TSM · FinOps Suite,"healthcare, construction, insurance, finance, finops, tax, vendor, crm","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"start here, workflow, guide, steps","upload, import, analyze, analysis, run, execute, submit, review, generate, export, report, send, open, launch, start","report, export, excel, summary, executive, brief, letter","risk, exposure, denial, compliance, overdue, cost, revenue, error, sla, audit, missing, recovery",0,60,0
CRITICAL,96,html/healthcare/hc-operations/index.html,HC OPERATIONS COMMAND · TSM Healthcare,"healthcare, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"start here, guide, steps","analysis, run, submit, review, assign, escalate, resolve, generate, export, report, create, open, launch, start","report, export, summary, snapshot, brief, letter","risk, exposure, denial, compliance, backlog, bottleneck, delay, revenue, error, anomaly, failure, sla, audit, missing, unresolved, recovery",50,1,11
CRITICAL,96,html/healthcare/hc-pharmacy/index.html,HC PHARMACY COMMAND · TSM Healthcare,"healthcare, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"start here, guide, steps","analysis, run, submit, review, assign, escalate, resolve, generate, export, report, create, open, launch, start","report, export, summary, snapshot, brief, letter","risk, exposure, exception, denial, compliance, backlog, bottleneck, delay, revenue, error, anomaly, failure, sla, audit, missing, unresolved, recovery",51,1,11
CRITICAL,96,html/war-rooms/bpo-war/bpo-executive-portal.html,TSM · BPO Executive Portal,"healthcare, construction, bpo, mortgage, insurance, legal, finops, supplier","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, guide, steps","upload, analyze, run, execute, review, approve, reject, assign, escalate, resolve, generate, export, download, report, save, create, open, start","report, export, download, summary, executive, brief, letter","risk, loss, exposure, exception, revenue, error, anomaly, failure, sla, audit, recovery",13,3,0
CRITICAL,95,html/finops-suite/finance-index.html,TSM Financial Intelligence Pro,"construction, insurance, finance, finops, itops","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how-to, guide, steps","import, analyze, analysis, run, submit, review, resolve, generate, report, send, save, create, open, launch, start","report, summary, executive, brief, letter","risk, exposure, exception, compliance, overdue, delay, revenue, error, anomaly, failure, sla, audit",23,2,1
CRITICAL,95,html/finops-suite/finops-scenarios.html,FinOps Scenario Engine · TSM Academy,"healthcare, finance, finops, tax, vendor, approval","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, guide","upload, import, analyze, analysis, run, submit, review, approve, escalate, resolve, generate, export, report, presentation, send, open, launch, start","report, export, csv, excel, presentation, summary, executive, brief, letter, package","risk, exception, compliance, overdue, cost, revenue, error, failure, sla, audit, missing, recovery, opportunity",12,33,0
CRITICAL,95,html/finops-suite/tsm-presentation.html,TSM · FinOps Suite · Executive Presentation,"construction, insurance, finance, finops, tax, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, what to do","upload, import, analyze, analysis, run, submit, generate, export, report, presentation, send, save, create, open, launch, start","report, export, csv, excel, presentation, deck, summary, executive, brief, letter","risk, exposure, exception, compliance, delay, cost, error, sla, audit, missing, recovery",2,18,0
CRITICAL,95,html/legal-pro/legal-account.html,TSM FinOps · Financial Accounting POC,"construction, legal, finance, finops, tax, itops, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,instructions,"import, analyze, analysis, run, review, approve, generate, export, download, report, save, create, open, launch, continue, start","report, export, download, pdf, csv, xlsx, summary, executive, letter","risk, exposure, exception, compliance, overdue, cost, revenue, error, sla, audit, missing",26,2,2
CRITICAL,95,html/war-rooms/bpo-war/bpo-war-room.html,TSM · BPO Situation Room,"healthcare, construction, bpo, real estate, insurance, legal, logistics, supplier","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, import, analyze, analysis, run, execute, review, reject, escalate, resolve, generate, export, download, report, save, create, open, launch, continue, start","report, export, download, pdf, csv, xlsx, summary, executive, snapshot, brief, proposal, letter","risk, exposure, backlog, revenue, error, anomaly, failure, sla, audit, missing",9,3,1
CRITICAL,95,html/wia.html,TSM Workforce Intelligence Academy,"healthcare, construction, insurance, legal, finops, vendor, approval","EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, guide, next step, steps","analysis, run, execute, submit, review, approve, reject, assign, escalate, resolve, report, save, create, open, launch, start","report, executive, proposal, letter, package","risk, exposure, denial, compliance, delay, cost, revenue, error, failure, sla, audit, missing",5,0,1
CRITICAL,94,html/demo/tsm-demo-console.html,TSM Consultz — Live Relay Console,"healthcare, construction, bpo, mortgage, real estate, insurance, legal, schools","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, next step, steps","upload, import, analyze, analysis, run, execute, submit, review, assign, escalate, export, report, presentation, send, open, start","report, export, presentation, deck, summary, executive, brief, letter","risk, exposure, exception, denial, compliance, bottleneck, delay, cost, revenue, anomaly, failure, sla, audit, recovery",2,0,0
CRITICAL,94,html/healthcare/hc-academy/crc-hc-exam.html,TSM · Staff Accountant + CRCR Command,"healthcare, insurance, legal, finance, finops, tax, vendor, crm","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, start here, workflow, guide, steps","import, analysis, run, submit, review, approve, reject, assign, resolve, generate, report, send, save, create, open, launch, continue, start","report, summary, letter","risk, exposure, exception, denial, compliance, delay, revenue, error, failure, sla, audit, missing, recovery",34,0,2
CRITICAL,94,html/healthcare/hc-academy/crc-hc-practice.html,TSM · Staff Accountant + CRCR Command,"healthcare, insurance, legal, finance, finops, tax, vendor, crm","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, start here, workflow, guide, steps","import, analysis, run, submit, review, approve, reject, assign, resolve, generate, report, send, save, create, open, launch, continue, start","report, summary, letter","risk, exposure, exception, denial, compliance, delay, revenue, error, failure, sla, audit, missing, recovery",30,0,2
CRITICAL,94,html/healthcare/hc-main-strategist.html,HC Strategist · Healthcare · Neural Core,"healthcare, construction, bpo, mortgage, insurance, legal, schools, hotel","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, next step","import, analyze, analysis, run, submit, review, approve, assign, escalate, resolve, generate, export, report, send, save, create, open, continue, start","report, export, summary, executive, snapshot, brief, letter, package","risk, loss, exposure, exception, denial, compliance, backlog, bottleneck, delay, revenue, error, anomaly, sla, audit, missing, recovery, opportunity",36,3,0
CRITICAL,94,html/ins-presentation/index.html,TSM · Insurance Intelligence Suite · Live Executive Demo,"healthcare, construction, insurance, itops, supplier, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, what to do, steps","import, analysis, run, submit, review, approve, generate, report, presentation, save, create, open, launch, start","report, presentation, deck, summary, executive, letter, package","risk, leak, loss, exposure, denial, compliance, delay, cost, revenue, failure, sla, audit, missing, recovery, opportunity",11,4,0
CRITICAL,94,html/logistics/logistics-situation-room.html,TSM · Logistics Situation Room,"healthcare, construction, bpo, insurance, logistics, supplier","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, analyze, analysis, run, execute, review, escalate, resolve, generate, export, download, report, save, create, open, launch, continue, start","report, export, download, summary, executive, snapshot, brief, letter","risk, exposure, exception, backlog, delay, revenue, error, anomaly, failure, sla, missing",9,2,1
CRITICAL,94,html/supplier-vendor/supplier-vendor-situation-room.html,TSM · Supplier/Vendor Management Situation Room,"healthcare, construction, bpo, insurance, logistics, supplier, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, analyze, analysis, run, execute, review, escalate, resolve, generate, export, download, report, save, create, open, launch, continue, start","report, export, download, summary, executive, snapshot, brief, letter","risk, exposure, backlog, cost, revenue, error, anomaly, failure, sla, missing",9,2,1
CRITICAL,94,html/war-rooms/construct-war/construction-strategist.html,Construction Strategist · TSM,"healthcare, construction, bpo, mortgage, insurance, legal, finance, tax","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, next step","upload, import, analyze, analysis, run, review, approve, assign, escalate, resolve, generate, report, send, save, create, open, launch, continue, start","report, deck, summary, executive, snapshot, brief, letter, package","risk, loss, exposure, compliance, overdue, backlog, delay, error, anomaly, failure, sla, audit, missing, recovery, opportunity",30,0,1
CRITICAL,93,html/construction-suite/index.html,TSM Construction Intelligence Suite · Command Hub,"healthcare, construction, insurance, legal, logistics, finance, tax, itops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, steps","upload, analyze, analysis, run, submit, review, approve, generate, export, report, send, save, create, open, launch, start","report, export, pdf, summary, executive, letter","risk, exposure, compliance, overdue, delay, cost, waste, error, sla, audit, missing, recovery",20,27,1
CRITICAL,93,html/construction.html,Construction Operations Intelligence,"construction, insurance, legal, logistics, finance, itops, supplier, vendor","DECISION / STRATEGY, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, how-to, guide","analyze, analysis, run, review, generate, export, download, report, send, save, create, open, launch, start","report, export, download, summary, letter","risk, loss, exposure, compliance, backlog, delay, cost, waste, error, sla, audit, missing, recovery",20,1,2
CRITICAL,93,html/hc-demo-flow.html,HC Presentation Flow · Tomorrow's Demo,"healthcare, construction, insurance, finance, vendor, approval","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"workflow, what to do, steps","import, analyze, run, execute, submit, review, assign, generate, export, report, presentation, send, open, launch, start","report, export, excel, presentation, executive, letter","risk, loss, exposure, denial, compliance, cost, revenue, audit, missing, recovery",3,5,0
CRITICAL,93,html/war-rooms/construct-war/construction-executive-portal.html,TSM Construction Executive Portal,"healthcare, construction, bpo, insurance, legal, finance, finops, itops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"what to do, steps","import, analysis, run, review, approve, assign, escalate, generate, export, download, report, create, open, continue, start","report, export, download, summary, executive, snapshot, brief, letter, package","risk, exposure, exception, compliance, cost, error, sla, audit, recovery",11,3,0
CRITICAL,92,html/reo-pro/re-doc-search.html,TSM · RE DOCUMENT COMMAND,"bpo, mortgage, real estate, insurance, finance, tax, property","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"guide, steps","analyze, analysis, run, review, approve, assign, resolve, report, send, save, create, open, launch, start","report, pdf, csv, xlsx, summary, executive, brief, letter, package","risk, exposure, compliance, delay, cost, error, missing",18,4,8
CRITICAL,92,html/tsm-ab-study-plan.html,TSM · AI-103 · Azure AI Apps & Agents Developer · 3-Week Plan,"healthcare, construction, bpo, insurance, legal, finops, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"how to, start here, workflow, guide","upload, analyze, analysis, run, execute, review, approve, generate, send, save, create, open, launch, continue, start","executive, brief, letter, package","risk, exposure, denial, compliance, bottleneck, cost, revenue, error, sla, audit, missing",46,0,11
CRITICAL,91,html/construction-suite/permits-proposals.html,Permits & Proposals · TSM Construction Suite,"construction, legal, finops, tax, itops, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,"next step, steps","upload, import, analyze, analysis, run, submit, review, approve, reject, escalate, resolve, generate, report, send, save, create, open, launch, continue, start","report, pdf, summary, executive, proposal, letter, package","risk, exposure, compliance, overdue, delay, cost, error, anomaly, failure, sla, audit, missing, unresolved",23,54,0
CRITICAL,91,html/finops-suite/crcr-study-mode.html,TSM · CRCR Study Mode · Healthcare Revenue Cycle,"healthcare, insurance, finops","INTAKE / ANALYSIS, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, workflow, guide, what to do, steps","import, analysis, run, submit, review, approve, reject, assign, resolve, generate, report, send, save, open, start","report, letter","exception, denial, delay, revenue, waste, error, failure, sla, audit, missing, recovery",23,0,1
CRITICAL,91,html/sentinel-how-to.html,How To Use TSM Sentinel Strategist Center,"healthcare, construction, bpo, mortgage, real estate, insurance, legal, schools","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, start here, guide, what to do, steps","upload, analysis, run, review, resolve, generate, export, download, report, send, open, continue, start","report, export, download, summary, executive, snapshot, letter","risk, loss, exposure, compliance, anomaly, audit, missing",0,25,0
CRITICAL,91,html/talktrack_expanded.html,TSM Consultz · Honeywell Pitch · Extended Enterprise Talk Track,"healthcare, construction, bpo, real estate, insurance, legal, logistics, finops","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, guide, what to do, steps","upload, analyze, analysis, run, execute, approve, assign, escalate, resolve, export, report, open, launch, continue, start","report, export, summary, executive, brief, letter, package","risk, loss, exposure, denial, compliance, bottleneck, delay, revenue, anomaly, sla, audit, recovery, opportunity",0,0,0
CRITICAL,90,html/construction-suite/construction-showcase-v2.html,TSM · FinOps Doc Showcase · 4-Engine BNCA,"construction, logistics, finops, tax, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, analyze, analysis, run, submit, review, approve, escalate, resolve, generate, export, download, report, send, save, create, open, launch, continue, start","report, export, download, pdf, csv, xlsx, summary, executive, brief, letter, package","risk, exposure, exception, denial, compliance, overdue, cost, revenue, error, audit, missing, unresolved",16,0,5
CRITICAL,90,html/construction-suite/construction-wip.html,TSM · Construction WIP + Billing Intelligence,"construction, itops, supplier, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,steps,"analyze, analysis, run, submit, review, approve, escalate, resolve, generate, export, download, report, create, open, launch, start","report, export, download, excel, deck, summary, executive, brief, letter, package","risk, exposure, compliance, delay, cost, revenue, sla, audit, missing, recovery",26,4,0
CRITICAL,90,html/construction-suite/document-showcase.html,Construction BNCA · Neural Bridge · TSM,"construction, insurance, legal, finance, tax, itops, property, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",False,True,True,,"upload, analyze, analysis, run, submit, review, resolve, generate, export, download, report, send, save, create, open, continue, start","report, export, download, pdf, csv, xlsx, deck, summary, executive, brief, letter","risk, exposure, exception, compliance, delay, cost, error, audit, unresolved, recovery",22,14,2
CRITICAL,90,html/finops-suite/finops-main-strategist/manager-bar-patch.html,FinOps Main Strategist · TSM,"construction, finops, tax, itops, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,workflow,"import, analysis, run, review, approve, escalate, generate, export, download, report, save, create, open, launch, continue, start","report, export, download, pdf, summary, executive, brief, letter, package","risk, exposure, exception, compliance, overdue, cost, error, audit, missing, opportunity",19,0,1
CRITICAL,90,html/finops-suite/finops-showcase-v1.html,FinOps Doc Showcase,"construction, hotel, logistics, finops, itops, vendor, approval","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, analyze, analysis, run, submit, review, approve, resolve, generate, export, download, report, send, save, create, open, launch, start","report, export, download, pdf, csv, xlsx, summary, executive, brief, letter, package","risk, exposure, exception, compliance, overdue, delay, cost, revenue, error, audit, missing, unresolved",14,0,1
CRITICAL,90,html/finops-suite/finops-showcase-v2.html,TSM · FinOps Doc Showcase · 4-Engine BNCA,"logistics, finops, tax, vendor, approval","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, AI / COPILOT, INTAKE / DATA ENTRY",True,True,True,workflow,"upload, analyze, analysis, run, submit, review, approve, escalate, resolve, generate, export, download, report, send, save, create, open, launch, continue, start","report, export, download, pdf, csv, xlsx, summary, executive, brief, letter, package","risk, exposure, exception, denial, compliance, overdue, cost, revenue, error, audit, missing, unresolved",16,0,5
CRITICAL,89,html/TSM_Shell_Honeywell_TalkTrack_30min.html,TSM Shell · Honeywell Pitch · 30-Min Talk Track,"healthcare, construction, bpo, real estate, insurance, legal, finops, supplier","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, guide, what to do, steps","upload, analyze, analysis, run, execute, approve, assign, escalate, resolve, export, report, open, launch, start","report, export, summary, executive, brief, letter, package","risk, loss, exposure, denial, compliance, delay, revenue, anomaly, audit, recovery",0,0,0
CRITICAL,89,html/banner-health-demo.html,Banner Health — Operational Intelligence + FinOps Pro Demo,"healthcare, construction, insurance, legal, finance, finops, itops, vendor","DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"workflow, what to do, steps","import, analysis, run, execute, review, escalate, resolve, generate, export, report, presentation, create, open, launch, continue, start","report, export, presentation, summary, executive, brief, letter, package","risk, exposure, denial, compliance, overdue, backlog, bottleneck, delay, cost, revenue, error, sla, audit, missing, unresolved, recovery",0,0,0
CRITICAL,89,html/bnca-gtm-hc.html,BNCA Healthcare GTM Study Page · TSM Command Mode,"healthcare, construction, insurance, tax, itops, vendor","INTAKE / ANALYSIS, DECISION / STRATEGY, EXECUTIVE / OUTCOME, REPORT / DELIVERY, INTAKE / DATA ENTRY",True,True,True,"how to, workflow, guide, what to do, next step","import, analysis, run, review, escalate, generate, report, presentation, create, open, launch, start","report, presentation, executive, snapshot, letter","risk, leak, exposure, exception, denial, compliance, backlog, delay, cost, revenue, sla, audit, missing, recovery, opportunity",0,8,0
