priority,score,vertical,path,title,actions,report_actions,pain_points,recommended_reports
P0,100,healthcare,html/healthcare/hc-denial-war-room.html,TSM · Denial Recovery War Room,9,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-job-prep1.html,TSM Career OS — Healthcare Ops Simulator,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,bpo,html/war-rooms/bpo-war/bpo-war-room.html,TSM · BPO Situation Room,7,0,processing backlog; SLA misses; quality variance; manual processing; client reporting burden,SLA Performance Report; Processing Exception Report; Quality/Throughput Report; Client Executive Brief
P0,100,general,html/war-rooms/re-war/re-strategist.html,TSM // RE STRATEGIST,7,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,healthcare,html/war-rooms/war-room-prep.html,TSM — War Room Pre-Presentation Checklist,7,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/access.html,TSM Matter · Client Portal,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/construction-center.html,TSM | Construction Command,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/compliance-hub.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/compliance.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/construction-showcase-v2.html,TSM · FinOps Doc Showcase · 4-Engine BNCA,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/construction-suite/financial.html,TSM Financial Intelligence Pro,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/construction-suite/permits-proposals.html,Permits & Proposals · TSM Construction Suite,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/construction-suite/property-accounting-revenue-cycle.html,TSM · Construction · Property Accounting & Revenue Cycle,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/construction-suite/tsm-construction-command.html,TSM Construction Command Suite — Autonomous Project Intelligence,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/zero-trust.html,TSM Zero-Trust | Enterprise Access Command,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/financial.html,TSM Financial Intelligence Pro,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,finops,html/finops-suite/finops-main-strategist/main-strategist.html,FinOps Main Strategist,6,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,legal,html/finops-suite/finops-showcase-v1.html,FinOps Doc Showcase,6,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/finops-suite/finops-showcase-v2.html,TSM · FinOps Doc Showcase · 4-Engine BNCA,6,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/finops-suite/finops-showcase/index.html,TSM · FINOPS DOC SHOWCASE,6,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,healthcare,html/finops-suite/index-elevated.html,TSM Financial Intelligence Pro,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,real_estate,html/finops-suite/staff-accountant-interview.html,TSM FinOps · Staff Accountant Interview Suite,6,0,property operational leakage; maintenance backlog; vendor performance; turnover delays; portfolio visibility,Property Operations Report; Maintenance Exception Report; Vendor Performance Report; Portfolio Executive Brief
P0,100,real_estate,html/hotelops/hotelops-war-room.html,GID | HotelOps War Room,6,0,property operational leakage; maintenance backlog; vendor performance; turnover delays; portfolio visibility,Property Operations Report; Maintenance Exception Report; Vendor Performance Report; Portfolio Executive Brief
P0,100,construction,html/pc-command/index.html,P&C Enterprise Command · TSM,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/strategist-index.html,Sovereign Strategist | The Ultimate Business Consultant,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/tsm-bpo-daily-workflow-gtm.html,TSM BPO DAILY WORKFLOW,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-candidate-readiness-v2.html,TSM · Employee Readiness & Retention System,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-career-training-platform.html,TSM Career Training Platform · Decision Intelligence Academy,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/war-rooms/construct-war/construction-strategist.html,Construction Strategist · TSM,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,finops,html/war-rooms/pm-copilot/pm-command.html,TSM | PM Copilot War Room,6,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,healthcare,html/war-rooms/schools-command/schools-command.html,TSM School Command Center,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/wia2.html,WIA · Workforce Intelligence Platform,6,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/zero-trust.html,TSM Zero-Trust | Enterprise Access Command,6,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/appointments/index.html,TSM Healthcare Command Center · BNCA Full System,5,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/client-access.html,TSM Client Access — Sovereign Intelligence Portal,5,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,legal,html/compliance/index.html,TSM Compliance Command | AI-Powered Regulatory Intelligence,5,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,construction,html/construction-suite/construction-pro.html,AuditOps // Sovereign Core · TSM,5,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/construction-wip.html,TSM · Construction WIP + Billing Intelligence,5,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/contruction-pro.html,AuditOps // Sovereign Core · TSM,5,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-wip.html,TSM · Construction WIP + Billing Intelligence,5,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,bpo,html/cyber-incident.html,TSM · Cyber/OT Incident Command Center,5,0,processing backlog; SLA misses; quality variance; manual processing; client reporting burden,SLA Performance Report; Processing Exception Report; Quality/Throughput Report; Client Executive Brief
P0,100,finops,html/finops-main-strategist1.html,FinOps Main Strategist · TSM,5,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,healthcare,html/finops-suite/financial-ui.html,TSM Financial Operations · Start Here,5,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,finops,html/finops-suite/finops-main-strategist/index1.html,FinOps Main Strategist · TSM,5,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,finops,html/finops-suite/tsm-finops-pitch.html,TSM FinOps Intelligence Suite — Client Demo,5,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,construction,html/finops-suite/wip/index.html,TSM · FinOps WIP Intelligence,5,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/legal-pro/legal-trust.html,TSM Zero-Trust | Enterprise Access Command,5,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/mortgage/index.html,TSM Financial Intelligence Pro,5,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,bpo,html/plant-incident.html,TSM · Plant Incident Command Center,5,0,processing backlog; SLA misses; quality variance; manual processing; client reporting burden,SLA Performance Report; Processing Exception Report; Quality/Throughput Report; Client Executive Brief
P0,100,bpo,html/supplier-shutdown.html,TSM · Supplier Shutdown War Room,5,0,processing backlog; SLA misses; quality variance; manual processing; client reporting burden,SLA Performance Report; Processing Exception Report; Quality/Throughput Report; Client Executive Brief
P0,100,healthcare,html/tsm-insurance/tsm-insurance-suite-index.html,TSM · Insurance Suite,5,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-insurance/wip/index.html,TSM · Insurance Claims WIP,5,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-marketing-platform.html,TSM Consultz — Time Sensitive Matters,5,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,bpo,html/war-rooms/bpo-war/bpo-executive-portal.html,TSM · BPO Executive Portal,5,0,processing backlog; SLA misses; quality variance; manual processing; client reporting burden,SLA Performance Report; Processing Exception Report; Quality/Throughput Report; Client Executive Brief
P0,100,bpo,html/war-rooms/bpo-war/bpo-strategist.html,TSM · BPO Decision Intelligence,5,0,processing backlog; SLA misses; quality variance; manual processing; client reporting burden,SLA Performance Report; Processing Exception Report; Quality/Throughput Report; Client Executive Brief
P0,100,construction,html/war-rooms/construct-war/construction-executive-portal.html,TSM Construction Executive Portal,5,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,mortgage,html/war-rooms/mortgage/mortgage-war-room.html,TSM Mortgage Command Center,5,0,pipeline bottlenecks; documentation exceptions; underwriting risk; closing delays; loan fallout,Loan Pipeline Risk Report; Underwriting Exception Report; Closing Readiness Report; Executive Mortgage Brief
P0,100,general,html/war-rooms/music-war/how-to-guide.html,Music Command Center — How To Guide,5,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,general,html/war-rooms/pm-copilot/pm-strategist.html,TSM &middot; PM Copilot Strategist,5,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,mortgage,html/war-rooms/re-war/re-exec-portal.html,TSM · RE EXEC PORTAL,5,0,pipeline bottlenecks; documentation exceptions; underwriting risk; closing delays; loan fallout,Loan Pipeline Risk Report; Underwriting Exception Report; Closing Readiness Report; Executive Mortgage Brief
P0,100,construction,html/zero-trust/index.html,TSM Zero-Trust | Enterprise Access Command,5,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/bpo-files/tsm-staffing-intelligence.html,TSM · Staffing Intelligence Platform,4,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/construction-suite/construction-scenarios.html,Construction Operational Scenarios · TSM Academy,4,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,construction,html/construction-suite/doc-showcase2.html,Document Hub — Construction Suite,4,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/dignity-exec-presentation.html,TSM Intelligence · Dignity Health Executive Brief,4,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/finops-suite/finops-scenarios.html,FinOps Scenario Engine · TSM Academy,4,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,finops,html/finops-suite/finops-war/finops-executive-portal.html,FinOps Executive Portal · TSM,4,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,finops,html/finops-suite/tsm-rcm-os.html,TSM RCM OS — Reconciliation Command Center,4,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,healthcare,html/ins-presentation/index.html,TSM · Insurance Intelligence Suite · Live Executive Demo,4,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,finops,html/inty-power-finops-presentation.html,TSM FinOps · Inty Power Staff Accountant,4,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,finops,html/inty-power-finops-presentation/index.html,TSM FinOps · Inty Power Staff Accountant,4,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,legal,html/legal-main-strategist.html,TSM · Case Strategist · Legal-Pro,4,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/legal-pro/legal-compliance.html,Legal Compliance · TSM Legal-Pro,4,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,general,html/sentinel-center.html,TSM Sentinel Strategist Center,4,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,insurance,html/tsm-insurance/ins-intel.html,TSM · Insurance Intelligence Hub,4,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,healthcare,html/war-rooms/bpo-war/bpo-demo-presentation.html,TSM &middot; BPO / Supply Chain &middot; Demo Presentation,4,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,general,html/war-rooms/governance/governance-executive-portal.html,TSM &middot; Governance & Risk Executive Portal,4,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,legal,html/war-rooms/governance/governance-war-room.html,TSM Governance & Compliance,4,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,insurance,html/war-rooms/insure-war/insurance-executive-portal.html,Insurance Executive Portal · TSM,4,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,legal,html/war-rooms/legal-war/legal-executive-portal.html,TSM · Chief Strategist · Executive Portal,4,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,legal,html/war-rooms/legal-war/legal-main-strategist.html,TSM · Case Strategist · Legal-Pro,4,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,general,html/war-rooms/mdm/mdm-strategist.html,TSM MDM Strategist,4,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,general,html/war-rooms/mdm/mdm-war-room.html,TSM MDM War Room,4,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,healthcare,html/demo/presentation-hub.html,TSM Deck Archive,3,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/demo/presentations/career-demo-presentation.html,TSM &middot; Career Training Platform &middot; Demo Presentation,3,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/finops-suite/tsm-presentation.html,TSM · FinOps Suite · Executive Presentation,3,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/hc-demo-flow.html,HC Presentation Flow · Tomorrow's Demo,3,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare-demo-script.html,Healthcare RCM WIP — Live Demo Script,3,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-academy/crcc-scenarios.html,CRCR Operational Scenarios · TSM Academy,3,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/healthcare/hc-academy/crcr-scenarios.html,CRCR Operational Scenarios · TSM Academy,3,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,mortgage,html/reo-pro/re-guide.html,TSM // RE PLATFORM GUIDE,3,0,pipeline bottlenecks; documentation exceptions; underwriting risk; closing delays; loan fallout,Loan Pipeline Risk Report; Underwriting Exception Report; Closing Readiness Report; Executive Mortgage Brief
P0,100,insurance,html/tsm-demo-playbook.html,TSM DEMO PLAYBOOK — Tier 1 + Tier 2,3,0,claims leakage; compliance exposure; agent productivity; underwriting risk; appeal/claim backlog,Claims Risk Report; Compliance Exception Report; Underwriting Risk Report; Executive Insurance Brief
P0,100,healthcare,html/tsm-how-to-guide.html,TSM · How To Use the War Room Suite,3,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,general,html/war-rooms/governance/governance-strategist.html,TSM &middot; Governance & Risk Strategist,3,0,manual work; workflow fragmentation; decision delays; reporting burden; limited executive visibility,Exception Report; Workflow Performance Report; Decision Brief; Executive Operations Report
P0,100,healthcare,html/banner-health-demo.html,Banner Health — Operational Intelligence + FinOps Pro Demo,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/bnca-gtm-hc.html,BNCA Healthcare GTM Study Page · TSM Command Mode,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/construction-demo-presentation.html,TSM &middot; Construction &middot; Demo Presentation,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,construction,html/construction-suite/how-to.html,Construction Suite · How To Guide · TSM,2,0,project cost leakage; permit delays; change-order exposure; billing/WIP backlog; field-office disconnect,Project Risk Report; WIP & Billing Report; Permit/Proposal Exception Report; Executive Project Brief
P0,100,healthcare,html/finops-suite/how-to-finops-updated.html,FinOps Suite — How To Guide,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/finops-suite/how-to-finops.html,FinOps Suite — How To Guide,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,legal,html/finops-suite/how-to.html,FinOps Suite · How To Guide · TSM,2,0,matter backlog; deadline risk; document review burden; compliance exposure; case prioritization,Matter Risk Report; Deadline/Exception Report; Document Intelligence Brief; Executive Legal Brief
P0,100,healthcare,html/ghs_onepager.html,GHS Healthcare Command Suite — One Pager,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/go-to-market.html,BNCA Healthcare GTM Study Page · TSM Command Mode,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,finops,html/inty-finops-offer/index.html,TSM Financial Operations Layer · Inty Power,2,0,financial leakage; invoice exceptions; close-cycle delays; spend visibility; audit exposure,Financial Exception Report; Spend/Leakage Report; Close Readiness Report; Executive Finance Brief
P0,100,bpo,html/l1-copilot/tsm-itops-demo-presentation.html,TSM // IT Ops Suite — Virtual Ecosystem Demo,2,0,processing backlog; SLA misses; quality variance; manual processing; client reporting burden,SLA Performance Report; Processing Exception Report; Quality/Throughput Report; Client Executive Brief
P0,100,healthcare,html/tsm-career-os-guide.html,TSM Career OS — User Guide,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-landing.html,TSM — Total Solution Management,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/tsm-strategy.html,TSM Matter — Master Strategy <title>TSM Matter — Master Strategy & RRD Pitch,2,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
P0,100,healthcare,html/TSM_Shell_Honeywell_TalkTrack_30min.html,TSM Shell · Honeywell Pitch · 30-Min Talk Track,1,0,denial leakage; revenue-cycle backlog; appeal prioritization; documentation gaps; operational exceptions,Denial Recovery Report; Revenue Leakage Report; Appeal Priority Queue; Executive Revenue-Cycle Brief
